id,experiment,model,disease,variable,tag,score,ranking
407,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,1
221,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,2
39,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,3
441,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,4
436,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,5
178,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,6
19,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,7
349,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,8
20,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,9
370,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,10
263,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,11
285,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,12
57,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,13
172,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,14
265,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,15
157,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,1.0,16
243,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,17
240,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,18
321,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,19
298,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,20
297,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,21
174,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,22
141,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,23
12,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,24
411,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,25
389,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,26
279,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,27
331,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,28
37,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,29
320,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,30
54,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,31
230,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,32
21,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,33
9,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,34
70,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,35
190,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,36
220,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,37
444,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,38
31,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,39
288,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,40
46,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,41
119,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,42
28,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,43
161,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,44
88,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,45
104,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,46
132,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,47
308,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,48
80,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,49
86,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,50
412,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,51
87,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,52
254,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,53
179,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,54
282,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,55
89,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,56
384,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,57
2,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,58
185,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,59
43,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,60
397,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,61
393,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,62
109,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,63
216,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,64
15,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,65
8,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,66
151,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,67
1,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,68
101,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,69
372,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,70
281,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,71
6,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,72
108,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,73
29,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,74
38,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,75
256,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,76
53,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,77
356,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,78
262,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,79
327,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,80
433,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,81
18,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,82
163,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,83
312,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,84
346,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,85
246,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,86
394,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,87
410,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,88
449,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,89
79,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,90
32,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,91
126,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,92
144,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.75,93
408,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,94
333,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.75,95
222,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,96
158,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,97
201,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,98
303,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,99
239,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,100
120,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.5,101
360,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,102
118,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,1.0,0.5,103
392,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,104
205,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,105
318,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,106
247,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,107
348,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,108
200,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,109
91,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,110
317,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,111
182,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,112
401,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,113
27,h-05-single-answer-2,gpt-4o-mini,cchf,rainfall,0.0,0.5,114
