id,experiment,model,disease,variable,tag,score,ranking
221,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,1.0,1
19,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.8843839936217159,2
346,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.8822043536611082,3
300,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.8638948910601446,4
80,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.8256399538428382,5
20,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.8138449262110868,6
178,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.7854719554576495,7
29,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.7508673660722751,8
108,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.7443275685704691,9
88,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.738369359827851,10
407,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.729488414436879,11
285,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.7215205096249704,12
258,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.7007500618041236,13
278,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.6770108003843186,14
143,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.6757654414241324,15
15,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.6631002542878587,16
8,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.6525887937433987,17
378,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.630394311566642,18
138,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.610589097197196,19
416,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.6083064749213715,20
25,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5935330697035078,21
119,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.585021213727349,22
369,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5793393686864388,23
228,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5723548632221892,24
421,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5692797598530936,25
87,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.5570774816551133,26
94,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5550933378863434,27
198,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5520916565674523,28
236,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5516830902226878,29
195,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5514494554503011,30
321,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.547341886247145,31
277,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5434572293688201,32
441,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.5401685823687724,33
299,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5392982142066445,34
63,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5336651333559331,35
135,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5317059656835129,36
18,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5232801019783846,37
176,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5221062055466782,38
0,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5210134789660756,39
432,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5173915269977959,40
234,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5155965343816754,41
156,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.5137473055547177,42
382,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.51052418719684,43
358,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.5075035697280156,44
104,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.5067364089746906,45
100,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.49809209813966043,46
95,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4922415086458232,47
77,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.48220465584606576,48
439,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.48171657143782987,49
172,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.4804854397956653,50
112,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4790143941747504,51
109,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4736655852625208,52
134,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4665421241113862,53
157,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.4664029889542761,54
197,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.46411928522272333,55
78,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4614747879834453,56
68,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4611516904917706,57
434,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.45552629572726394,58
125,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.45455953081728906,59
265,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.4489394182203281,60
306,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4389677630721986,61
3,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.43597309399250145,62
443,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.43584069233096523,63
393,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.43427259294154447,64
451,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4324763695441791,65
209,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4301784638805275,66
257,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.42996434302719977,67
161,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.42848184442209764,68
246,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.41951748498362357,69
61,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.41757441765481906,70
429,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4163669031158473,71
79,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4156830167053102,72
344,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4127848464942696,73
288,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4116994852253071,74
89,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.40738880850606723,75
48,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.40587933766287476,76
388,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.405661426076951,77
67,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4026964946387027,78
194,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.4019356595605192,79
30,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.39781786750440384,80
415,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.39614750428959855,81
424,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.39473516022462607,82
57,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.39187499086757893,83
107,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.3897777727843297,84
272,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.3845019670185659,85
144,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.38052589839711815,86
13,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.37881307552143906,87
23,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.3785157721289557,88
52,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.375730144187806,89
240,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.37555123123681294,90
39,h-05-baseline-protocol,bm25,cchf,rainfall,1.0,0.37530648488132196,91
449,h-05-baseline-protocol,bm25,cchf,rainfall,0.0,0.373233037376474,92
